"","distance_high_speed_running","total_distance","distance_walking","distance_jogging","distance_high_speed_sprinting","distance_low_speed_sprinting","linebreaks_attempted_attacking_line_completed","linebreaks_attempted_completed","linebreaks_attempted_defensive_line","final_third_entries_reception_central_channel","possession","linebreaks_completed_attacking_and_midfield_line","linebreaks_attempted_all_lines","phase_aggregate_low_press","completed_ball_progressions","linebreaks_attempted_midfield_line","receptions_in_behind","attempted_ball_progressions","offers_to_receive_in_behind","take_ons_completed","final_third_entries_reception_inside_left_channel","receptions_between_midfield_and_defensive_line","distributions_under_pressure","linebreaks_completed_under_pressure","offers_to_receive_outside","offers_to_receive_inside","offers_to_receive_in_front","offers_to_receive_total","final_third_entries_reception_left_channel","linebreaks_attempted_defensive_line_completed","phase_aggregate_recovery","phase_aggregate_build_up_opposed","phase_aggregate_build_up_unopposed","linebreaks_completed_midfield_and_defensive_line","phase_aggregate_long_ball","linebreaks_attempted_attacking_line","linebreaks_attempted","linebreaks_attempted_under_pressure","phase_aggregate_mid_block","phase_aggregate_progression","phase_aggregate_final_third","phase_aggregate_set_pieces","phase_aggregate_mid_press","phase_aggregate_high_press","phase_aggregate_high_block","linebreaks_attempted_midfield_and_defensive_line","receptions_under_pressure","distributions_completed_under_pressure","final_third_entries_reception_right_channel","offers_to_receive_in_between","completed_switches_of_play","attempted_switches_of_play","goalkeeper_defensive_actions_outside_penalty_area","phase_aggregate_defensive_transition","phase_aggregate_attacking_transition","phase_aggregate_low_block","linebreaks_attempted_attacking_and_midfield_line","phase_aggregate_counterattack","phase_aggregate_counter_press","linebreaks_completed_all_lines","receptions_under_no_pressure","goalkeeper_defensive_actions_inside_penalty_area","receptions_under_indirect_pressure","goalkeeper_goal_preventions","received_offers_to_receive","receptions_under_direct_pressure","forced_turnovers","defensive_pressures_applied","direct_defensive_pressures_applied","final_third_entries_reception_inside_right_channel","linebreaks_attempted_midfield_line_completed","attempt_at_goal_off_target","passes","attempt_at_goal_blocked","attempt_at_goal_on_target","attempt_at_goal","assists","crosses_completed","crosses","passes_completed","goals_conceded","goals","goals_from_direct_free_kicks","attempt_at_goal_outside_the_penalty_area_on_target","goals_outside_the_penalty_area","headed_attempt_at_goal","fouls_against","penalties_scored","penalties","throw_ins","direct_free_kicks","indirect_free_kicks","free_kicks","corners","goal_kicks","attempt_at_goal_outside_the_penalty_area","goals_inside_the_penalty_area","attempt_at_goal_inside_the_penalty_area_on_target","attempt_at_goal_inside_the_penalty_area","attempt_at_goal_against","goals_conceded_from_attempt_at_goal_against","own_goals","time_played","substitutions_in","substitutions_out","red_cards","attempt_at_goal_from_free_kicks","fouls_for","offsides","yellow_cards","negara","status"
"36",15341.733225,112393.65,40439.23527,47182.85427,2562.57522,6867.252015,75,147,23,7,0.515058953982225,40,15,0.457508593101813,8,87,10,12,116,2,2,102,337,69,373,303,270,676,11,10,6.1633281972265,15.0111728529336,41.0152464948882,5,1.89543000652574,98,208,104,28.054995851606,12,19.6246712412743,4.39696256599893,5.00177788313381,5.51380822567263,5.10608036031765,15,192,272,11,290,9,10,0,13.6292521038284,10.7041863592319,12.6585279127652,40,1.49103205521169,8.46509422780609,5,364,13,173,10,279,19,52,266,46,5,62,4,550,0,3,8,0,4,13,488,0,0,0,1,0,3,9,0,0,18,15,0,15,3,7,2,0,2,6,10,0,0,92,3,3,0,0,14,1,0,"england","draw"
"37",14174.2125,115237.5,45115.48125,47777.4675,2062.75125,6107.5875,25,135,32,3,0.561718685764689,15,4,0,24,102,26,29,150,4,6,106,328,45,349,342,359,691,30,27,1.77146240378922,19.4429210084592,43.6771866846155,19,1.17166076681458,39,173,57,31.0740082889284,29,24.2708281398016,5.9763008758372,7.95263469508585,6.04381290704559,4.44286560094731,21,180,247,19,182,6,6,0,10.2877442273535,7.48948829170198,8.27235050325637,15,1.05033986471888,6.0461811722913,3,599,5,146,4,278,34,64,250,38,8,83,9,734,5,7,22,4,17,34,672,1,4,0,0,0,7,5,0,0,17,11,0,11,8,8,4,4,7,18,4,0,0,102,5,5,0,0,11,0,0,"france","win"
"38",15578.66268,120952.35,40180.37067,56968.55685,1814.28525,6410.47455,43,84,15,5,0.352517793105193,23,10,1.02374898206777,10,57,7,11,95,1,2,66,214,44,273,248,218,521,11,7,4.38749563743331,14.1823564239195,37.0207223208999,5,4.06867969212552,61,133,75,37.0194944408436,11,13.0965068087626,5.94908229721729,3.60306459922554,1.94778215419388,1.45086503465124,11,122,156,9,208,5,5,0,7.48948829170198,10.2877442273535,32.3045985607685,23,1.43753700414446,4.6018846288079,4,343,30,115,22,210,7,56,316,54,1,34,3,466,0,1,4,1,2,9,399,4,1,0,0,0,1,11,0,0,21,5,0,5,1,10,2,1,1,2,22,0,0,102,5,5,0,0,5,0,3,"australia","lose"
"39",13561.46022,111159.51,41818.207662,46809.269661,2145.378543,6825.193914,57,132,23,3,0.44995000685971,30,10,1.23277116685215,14,80,17,22,171,4,5,105,276,47,315,300,176,615,13,15,6.40784179436692,10.5121713325171,46.7470479589931,8,0.919335090377073,70,173,72,26.30553890934,22,20.2004690061635,8.46182580363999,5.09588220186628,6.84872870473418,4.26547384641726,11,190,194,25,268,14,15,0,9.77763033986816,8.74509722539274,23.9512884170876,30,0.933861829954137,6.29226949747453,8,367,29,174,21,201,16,61,282,36,4,60,6,537,1,2,10,1,4,18,473,2,1,0,0,0,2,9,0,0,22,4,1,5,4,6,5,1,2,5,21,0,0,96,4,4,0,0,4,1,2,"denmark","lose"
"40",13923.81408,109120.8,45023.24208,42044.24424,2706.19584,5434.21584,31,105,16,4,0.441497883098795,21,8,1.42569572706332,17,90,11,21,111,2,7,105,266,53,315,315,293,630,15,12,2.07109801398718,16.3599006934338,35.3330194332677,9,4.93964557828953,49,155,81,36.5990827401581,21,22.5943840424621,5.72938960705419,3.6565878763982,1.26590159171561,3.16475397928902,11,145,187,13,226,7,7,0,8.74509722539274,9.77763033986816,22.57870379978,21,2.1017036212653,7.04131819785419,6,383,15,121,10,251,24,79,269,35,1,62,8,503,5,6,21,2,12,23,437,1,2,0,1,0,7,4,0,0,22,9,1,10,6,11,5,2,5,16,10,0,0,96,4,4,0,0,9,1,1,"france","win"
"41",12513.320904,106405.79,44190.324587,41838.756628,2404.770854,5469.257606,31,111,26,2,0.487431478865818,19,5,0.225097250753967,20,103,14,22,118,2,7,113,315,71,309,259,243,568,15,14,2.64216093360724,16.5159796013735,35.237408317926,5,3.035413153457,45,174,97,38.176930809913,22,28.0095085231313,5.56695585038298,3.19069889418244,3.01586607806285,3.98618820752655,14,226,238,19,207,4,5,0,10.4331483019363,11.4874337146224,16.1174002360243,19,2.50309839696052,8.27614843306089,0,347,16,207,11,218,19,71,220,35,9,66,7,540,1,7,16,3,4,27,481,1,3,0,4,0,2,10,0,0,19,7,1,8,7,11,6,3,3,10,11,0,0,94,4,4,0,1,8,3,1,"france","win"
"42",12917.1355,107822.5,41694.96075,45177.6275,2221.1435,5800.8505,42,97,20,2,0.428497872998872,26,9,0.709075763424694,13,73,11,16,124,1,2,85,227,35,269,232,153,501,15,12,6.08708019260855,14.4848988155077,39.4095021635561,6,3.22566545740635,63,156,65,26.1809463824946,16,17.2494427203986,8.08929586083308,4.67908734431825,3.81763140250716,3.82779008106625,10,147,155,10,224,5,5,0,11.4874337146224,10.4331483019363,29.8766736422926,26,0.771449801127672,7.65964363355615,5,338,28,135,16,169,12,64,297,49,3,43,5,466,3,3,11,0,7,18,391,3,1,0,0,0,1,8,1,1,13,9,2,11,1,5,3,1,3,8,16,0,0,94,5,5,0,1,9,1,2,"poland","lose"
"43",16726.862228,119819.93,41577.51571,50456.172523,2911.624299,8135.773247,33,70,17,3,0.227402029624947,19,8,0.805252543096468,7,50,10,12,102,2,0,54,180,47,182,164,98,346,5,11,2.89125410354929,12.3611690231606,21.6860619385164,5,8.12137523217467,46,113,76,26.6837433202314,12,16.4777680906713,6.80603464614685,5.43655875988164,6.85127118020286,4.8050170030473,10,129,117,11,146,2,2,0,8.38522575041588,20.5507751791062,28.1970881361422,19,2.9642545771578,5.87525210145888,4,138,39,112,26,106,17,87,487,68,3,26,6,261,0,3,10,1,3,16,207,1,2,0,0,0,4,14,0,0,13,6,4,10,6,8,0,2,3,10,25,0,0,98,5,5,0,0,6,4,0,"japan","win"
"44",16361.975392,120043.84,42579.550048,50970.614464,2749.003936,7394.700544,73,185,23,14,0.655445380378933,26,9,0.363898260111444,14,129,19,19,199,3,9,164,425,91,444,421,300,865,24,20,4.43121943823206,19.2082910097308,42.2845912644084,10,0.844999926393735,89,241,129,8.45305333383875,19,22.9180467841423,7.88396708327813,2.31227019445813,11.4931200485198,10.8942041620863,12,242,321,21,366,4,5,0,20.5507751791062,8.38522575041588,6.75107084644252,26,0.85824905415949,12.5506993669687,7,608,18,211,12,298,31,55,164,24,5,92,11,820,5,9,25,0,9,28,743,2,1,0,4,0,4,6,1,1,33,13,4,17,6,8,10,1,5,15,10,0,0,98,5,5,0,0,12,4,0,"germany","lose"
"45",14509.179201,111694.99,42265.384216,45080.097964,2814.713748,7014.445372,55,111,13,8,0.461895457063375,29,7,0.36540194213635,26,88,8,34,154,10,5,93,286,51,291,306,196,597,12,5,6.61978175993593,15.5907596785975,27.4573137326516,2,3.93193024105186,87,188,89,12.7815597156873,34,24.5206355003652,8.61714755295836,5.32585844428872,6.08919811792972,7.13785163680048,8,199,199,12,247,3,3,0,16.3417258984883,15.8966398831264,13.6425067574332,29,1.37646092037984,10.4189608569426,1,280,19,179,12,186,20,92,248,54,4,51,4,460,1,4,9,0,2,20,377,2,0,0,3,0,0,18,0,1,32,10,2,12,5,9,5,0,1,4,12,0,0,106,5,5,0,0,11,2,2,"ghana","lose"
"46",16308.9514,116492.51,44150.66129,46305.772725,2667.678479,7059.446106,53,124,24,13,0.396734478959319,30,13,1.92658875091308,14,91,14,20,117,2,2,99,296,82,244,180,150,424,7,14,2.41051862673484,14.6736410051056,24.8848733606968,9,4.43738111923115,71,186,126,15.1935719503287,20,20.1571728901792,8.04134548002803,5.76835281227173,4.94430241051863,7.39590942293645,16,205,203,17,157,6,7,0,15.8966398831264,16.3417258984883,23.1099342585829,30,3.94684152567825,12.1575967859752,8,258,26,180,9,139,25,84,293,73,3,57,5,446,0,7,12,1,4,15,361,0,2,0,3,0,2,11,0,0,24,17,3,20,2,5,5,2,4,7,9,0,0,106,5,5,0,1,16,2,3,"uruguay","win"
"47",15800.970399,120526.09,43558.128926,51139.219987,2543.100499,7484.670189,48,102,23,5,0.429837629846032,39,12,0.889888915916646,16,87,9,19,94,2,2,77,327,72,304,188,175,492,12,8,5.07175869618098,14.238558301365,30.6405566955125,4,4.27112142028727,85,195,124,21.2600340549745,19,16.0696761530913,5.83794272459631,5.60488121300576,4.15349063488202,2.05140679477824,15,218,241,4,223,11,14,0,14.9071596529636,16.8915603532875,22.3931727884537,39,2.25488446783834,9.33471174896619,3,258,21,195,13,177,23,63,295,65,3,46,4,463,0,2,6,0,3,18,379,1,0,0,0,0,2,13,0,0,21,10,1,11,1,10,1,0,2,5,12,0,0,100,5,5,0,0,8,2,3,"iran","lose"
"48",19473.838058,125962.73,43091.849933,51569.141662,3350.608618,8477.291729,52,133,27,7,0.457832558269804,31,10,0.211883308056026,29,90,17,37,133,5,7,117,280,60,359,338,302,697,11,16,5.81006334195736,15.4848779696749,34.0164599043217,7,2.84196870185681,68,185,84,24.8617182621108,37,25.5452850077029,10.2316954512284,5.65616914979035,3.46150414845214,5.16995271656704,13,175,200,17,262,8,9,0,16.8915603532875,14.9071596529636,16.3507003300919,31,1.24462823319549,11.0246230707467,5,332,17,149,6,247,26,74,302,59,5,65,4,470,2,5,12,1,2,22,413,0,1,0,0,0,2,10,0,0,22,13,2,15,5,7,4,1,5,8,6,0,0,100,5,5,0,1,12,1,1,"usa","win"
"49",11893.591937,102619.43,40113.935187,43982.687698,1416.148134,5213.067044,33,95,22,9,0.485206426538002,18,8,0.646327055389534,17,88,5,23,176,7,6,106,271,45,308,391,268,699,28,7,2.47179558459008,15.0581243600297,47.1670648703997,3,0.385487983616761,48,158,74,33.2360367873607,23,20.7380488686329,5.10169253317807,8.18912595269535,7.09106493386151,8.66170917599092,15,152,206,10,255,2,2,0,13.7327124887066,11.8276547473247,5.45323974332245,18,0.622402473547895,10.9157458243566,0,455,7,132,4,237,20,47,300,54,3,55,4,575,5,3,14,0,1,17,510,1,0,0,1,0,1,22,0,0,19,10,1,11,5,4,7,0,2,7,4,0,0,92,5,5,0,2,9,0,3,"japan","lose"
"50",11641.911785,102571.91,40710.791079,43870.005907,1077.005055,5272.196174,47,85,4,3,0.399443759694254,33,3,1.07615395426346,12,72,1,15,77,2,0,58,220,43,249,180,175,429,8,0,2.90722187644307,14.8886881182385,38.637153381055,0,5.62350869877453,78,154,71,18.768446202341,15,7.99684944517803,6.26751916973614,4.60979380408376,1.4355411889895,0.246953239504487,3,132,166,4,177,7,8,0,11.8276547473247,13.7327124887066,45.3269620736041,33,1.4038501633192,8.13741040416006,0,308,21,112,14,170,20,66,294,47,1,38,1,444,1,1,4,1,0,5,371,0,1,0,0,0,0,9,0,0,15,22,0,22,0,7,3,1,1,1,14,0,0,92,4,4,0,0,21,2,3,"costarica","win"
"51",17676.93917,142211.9,52860.16323,61407.09842,2929.56514,7338.13404,44,116,21,6,0.35695666372185,41,10,0.880993436019301,14,125,8,17,157,0,6,106,317,65,331,361,265,692,14,8,2.66906235057163,12.3211351156359,24.644274319612,6,6.30887009499379,83,229,125,21.2785996841175,17,24.784560503427,8.89514609804,4.42380421080086,2.47924304116616,4.33686406908843,16,212,204,18,270,5,5,0,12.5461869502847,15.8563469477735,36.0265457232695,41,3.02817748206341,8.73893324446119,2,324,33,178,18,225,34,100,405,40,6,64,4,532,2,4,12,1,6,28,414,1,1,0,3,0,2,13,0,0,29,15,1,16,8,8,7,1,1,5,16,0,0,127,5,5,0,0,15,3,0,"japan","draw"
"52",20109.94915,146787.95,55265.663175,59786.732035,2877.04382,8733.883025,49,132,20,9,0.518694024161182,38,10,0.633291915507636,8,131,14,10,175,2,7,116,404,78,325,392,295,717,18,11,6.51529119403583,13.7974004897628,42.6310984886905,6,2.80816657731152,81,232,136,15.4374924846687,10,20.5207714488575,4.94979206816107,5.47116116878432,5.65553729608401,4.07831977233556,13,262,292,28,247,7,8,0,15.8563469477735,12.543288945561,19.072908733817,38,1.07081274542478,11.5515651929937,4,494,26,225,11,254,37,100,308,57,6,72,8,735,4,4,16,1,9,35,624,1,1,0,1,0,5,16,0,0,28,14,2,16,5,9,7,1,3,9,12,0,0,127,6,6,0,0,13,0,2,"kroasia","draw"
"53",14361.49947,116005.65,38676.28371,55253.491095,1972.09605,5730.67911,25,57,14,1,0.147158037282842,17,4,0.496610888738517,8,51,10,10,77,2,3,51,150,39,133,182,132,315,2,8,1.59534814373043,8.05059815650127,14.2037654442047,1,7.78338889978427,39,104,64,28.579784610797,10,12.8505589331241,6.256128652677,6.59242352995149,2.96934316615247,1.33729398676469,6,126,96,5,106,2,2,1,5.34802903969446,20.5211806236517,46.3281760732186,17,5.78054520494215,4.49358305329679,0,109,19,112,14,101,14,85,637,62,2,24,2,224,1,3,6,1,3,6,166,1,2,0,1,1,1,9,0,0,11,6,2,8,0,5,2,1,2,4,14,0,0,92,5,5,0,0,6,2,3,"japan","win"
"54",14175.849435,114045.45,40029.95295,52460.907,1870.34538,5508.395235,27,140,21,6,0.782151383654409,12,8,0.294175328495783,21,129,17,25,174,6,9,151,593,76,549,589,678,1138,30,15,9.5165718768386,23.4943973575254,51.6549873266736,5,0.360128912387746,40,190,111,9.16846440478525,25,22.3566652521476,2.91257125162001,6.49637183761522,10.5069621494411,4.94704844087076,10,338,488,22,286,9,9,0,20.5211806236517,5.34802903969446,5.51088448715434,12,0.231675287587022,15.0421651304177,3,751,8,318,6,469,20,49,150,25,11,98,3,1070,6,5,14,1,2,20,992,2,1,0,1,0,2,6,0,0,22,9,2,11,2,5,7,1,4,7,6,0,0,92,5,5,0,0,9,2,0,"spain","lose"
"55",15464.133438,111815.86,40667.428282,46314.129212,2638.854296,6731.314772,63,148,24,6,0.538865865339256,34,6,1.96211670772106,9,99,19,12,175,0,5,119,343,78,398,297,286,695,22,19,5.26062459299527,11.9017348152401,33.7314932534963,9,1.7594225484969,78,201,110,20.2610492935814,12,35.0285034655293,6.31792642414797,6.74141396981795,4.6717064469549,5.07375633511708,12,231,252,27,234,16,19,0,18.1233896769444,11.2609194930894,12.6730654888304,34,1.83529508263954,10.0937172626632,3,357,14,216,8,281,15,53,220,50,8,66,8,540,6,6,21,2,16,46,477,3,2,0,1,0,6,13,0,0,23,9,1,10,12,3,6,2,5,15,8,0,0,100,4,4,0,1,9,1,2,"korea","lose"
"56",14660.09341,111909.11,40432.761443,47673.28086,2764.155017,6378.81927,29,66,12,4,0.322994465289976,23,7,0.885863101341098,18,62,5,22,72,3,3,56,185,34,214,175,160,389,8,5,3.76491818069967,16.8945893145333,27.7315326028483,4,4.42113310116368,48,122,68,20.8505926260099,22,17.3815793199128,6.5078286474702,4.1176229340114,2.20235409916745,1.44567936677193,8,130,119,7,157,3,4,0,11.2609194930894,18.1233896769444,35.3483984743469,23,2.46609473654407,8.17577820612722,3,201,28,119,21,121,11,75,324,46,3,32,3,319,1,3,8,2,4,13,260,2,3,0,0,0,3,9,0,0,13,14,0,14,5,10,1,3,3,7,21,0,0,100,5,5,0,0,13,1,2,"ghana","win"
"57",15250.107872,116948.68,40394.074072,51059.793688,2596.260696,7648.443672,36,87,11,5,0.344725845390034,22,4,0.367117765620501,6,78,8,10,93,1,7,68,243,52,242,228,191,470,9,6,3.79355024474518,13.4570082449941,32.1942927508299,1,5.32444587214905,50,139,88,28.0053268067953,10,20.9149801905986,8.12587000749545,5.66513101065361,3.69637201266916,2.88115462136481,5,167,184,7,186,9,9,0,8.91880218830982,13.4837777063925,30.369997120645,22,3.57640004283114,6.28959113158652,1,199,23,159,14,149,8,54,359,40,2,45,4,359,2,6,12,0,3,13,304,1,2,0,3,0,1,9,0,0,15,10,5,15,5,9,6,2,3,6,12,0,0,94,4,4,0,1,11,1,2,"korea","win"
"58",14593.580344,114639.28,41636.986496,49008.2922,2407.42488,7004.460008,48,123,21,5,0.557563584738673,31,11,0.227540421886712,24,88,12,29,159,7,7,109,336,54,382,358,386,740,23,12,5.37530784880608,17.4542902389865,38.0263820904118,9,2.93154333429312,69,178,74,21.370061034372,29,25.800820616182,4.98218399078606,4.23492879323268,7.66677374451226,7.63732733697398,14,190,260,12,195,11,11,0,13.4837777063925,8.91880218830982,14.21190705643,31,0.721638353008926,10.9888639040583,7,431,20,186,12,283,4,50,233,33,8,63,6,606,2,4,12,1,6,22,541,2,1,0,2,0,1,11,0,0,20,8,2,10,4,7,7,1,2,5,12,0,0,94,5,5,0,0,9,5,0,"portugal","lose"
"59",17740.96548,120686.84,39199.085632,53874.605376,2293.04996,7579.133552,50,115,26,7,0.479647315478056,29,12,0.79633571537175,13,81,12,15,123,5,5,94,349,73,269,312,277,581,18,14,4.12232020678121,19.171582218418,40.5546975307493,9,2.43761746152844,70,177,112,19.6803253763114,15,19.0599356171266,3.41173405779572,4.75140641629922,6.98076630682682,7.26965181693781,20,188,264,9,181,4,4,0,9.99505853732705,10.3226586777321,19.254599361411,29,1.64678736904784,8.22563478789722,3,425,14,167,11,222,21,68,346,42,4,51,7,596,3,4,15,0,8,24,531,0,0,0,0,0,3,9,0,0,15,7,4,11,4,8,3,0,4,12,11,0,0,98,5,5,0,0,7,0,1,"belgia","draw"
"60",16686.49236,118680.6,40244.59146,52338.1446,2254.9314,7156.44018,72,159,23,3,0.434948392005528,27,9,0.314471260304051,26,93,17,28,124,1,7,124,326,79,350,300,188,650,23,17,4.76544909845369,15.5275961684659,27.5524555268359,7,3.07320967006234,88,204,100,27.3831897433989,28,26.7865288125285,5.33487912422077,4.35235667367559,5.42602482276102,4.64263783703318,9,174,238,12,338,18,19,0,10.3226586777321,9.99505853732705,23.803055395322,27,0.385814201003497,6.2019687017361,7,415,28,151,16,256,23,70,328,35,2,70,5,578,1,4,11,0,6,24,504,0,0,0,1,0,2,7,0,0,27,9,0,9,2,7,4,0,3,7,15,0,0,98,3,3,0,0,9,4,0,"kroasia","draw"
"61",18693.538512,142589.92,56836.342112,56750.78816,2866.057392,7457.452816,45,121,19,15,0.454197902654716,24,9,0.591786896789369,28,104,11,41,153,8,10,111,424,74,372,365,345,737,25,10,2.96043267862226,19.1340347382183,40.6150781298637,6,1.45832036356845,62,185,125,23.9396527184742,41,25.1400734607483,6.58656539874245,6.45721905104349,5.53133474163633,6.92016120574707,13,258,311,20,239,4,5,0,12.3076692585435,10.5249642034489,21.7253209882092,24,1.55170267073398,8.01384331880084,4,481,14,229,9,291,29,77,423,77,8,66,4,695,4,11,20,1,6,25,625,1,1,0,3,0,2,24,0,0,24,22,3,25,7,7,8,1,8,12,9,0,0,125,5,5,0,2,22,3,3,"kroasia","draw"
"62",18402.20125,147217.61,55618.813058,61816.674439,3047.404527,8332.516726,87,180,16,2,0.451576368393145,39,8,1.12836954491689,22,117,10,24,156,1,4,131,392,78,360,314,268,674,19,10,3.48938554441885,16.9191124694743,38.0234317647235,4,2.26976493325543,107,240,105,23.8607358525805,24,17.076422910393,4.7387897583412,5.53445807134408,3.75552511984063,4.58195853825562,8,251,301,27,250,13,15,0,10.5249642034489,12.3076692585435,34.1156695511424,39,1.27646186345454,6.31264396439021,4,489,28,222,21,272,29,95,365,63,5,83,4,715,3,1,9,1,5,22,632,1,1,0,0,0,1,22,0,0,13,24,3,27,3,10,4,1,1,5,20,0,0,125,5,5,0,0,22,3,2,"brazil","draw"
"63",18069.223612,119347.58,38322.507938,52095.21867,2768.863856,8079.831166,66,134,15,3,0.469103704773059,40,8,0.779255979942629,23,98,6,32,121,9,4,96,333,68,289,303,224,592,8,6,4.37286833962008,19.661155337824,30.2367830169422,5,3.94162073892631,88,201,109,16.6625256928602,32,24.9520310267402,6.5880791998367,7.62315632552571,5.58353849976283,6.42829715628035,12,207,245,13,247,7,7,0,14.4173649854313,11.7064707083078,15.4947710794389,40,1.37987344355991,8.94224470896483,3,325,24,177,13,193,30,72,316,45,4,62,3,511,3,2,9,1,5,15,434,4,1,0,1,0,2,5,0,0,26,13,1,14,2,3,7,1,1,2,13,0,0,100,5,5,0,1,13,3,2,"canada","lose"
"64",17605.792634,119119.03,40238.408334,50458.821108,2692.090078,8123.917846,49,124,24,3,0.415755105217962,31,12,0.892018779342723,25,99,15,31,113,4,3,119,283,62,320,253,204,573,7,10,5.23984486629924,14.1530955661464,25.3427596955255,5,3.39258690398211,70,193,109,19.0508266993264,31,25.9096966548461,11.9339100580489,7.50357215758318,8.61196162482139,6.0093896713615,14,186,193,3,256,6,9,1,11.7064707083078,14.4173649854313,19.8734435599102,31,3.26835768978836,8.26495203102674,4,297,12,162,9,228,24,87,347,66,3,65,2,462,0,10,13,4,5,22,391,1,4,0,2,1,0,13,0,0,32,5,3,8,5,3,4,3,8,9,9,0,0,100,5,5,0,0,5,1,2,"kroasia","win"
"65",13808.006586,108043.87,38398.791398,47074.714159,2312.138818,6450.219039,39,81,10,6,0.320851758257454,27,8,0.415900612248541,5,70,4,8,106,3,1,55,193,34,256,242,199,498,8,4,2.64534209164093,15.3871015131482,30.0190979873659,3,5.27104451300132,62,142,62,42.1630401799261,8,16.2802996914941,8.97458498604378,6.15461506881102,3.07730753440551,2.00274887099941,9,142,135,11,193,6,10,0,11.867447298431,16.9590127809608,14.8403334344823,27,1.67768473630087,8.36442175535048,2,225,19,129,7,164,13,87,391,74,0,38,0,360,6,2,8,0,1,10,290,0,0,0,1,0,1,17,0,0,22,11,1,12,0,5,5,0,1,3,6,0,0,94,4,4,0,1,11,0,1,"maroko","draw"
"66",13306.611582,106113.33,39590.883423,45374.059908,1931.262606,5910.512481,46,116,18,6,0.576557698589689,25,8,0.89319817834582,10,91,9,14,99,2,3,102,356,62,278,348,330,626,12,9,4.65403261348612,16.8216625314603,43.2179640504793,5,1.3423058386734,60,169,97,26.6490377552519,14,12.6162468985952,6.00824661299823,3.98707213162921,5.15058028500073,3.71970030850595,10,221,268,7,197,7,8,0,16.9590127809608,11.7103689556075,14.6055531070956,25,0.987094586152116,10.4451300132217,4,458,15,194,8,247,27,58,217,41,5,61,2,667,2,2,6,0,4,19,592,0,0,0,0,0,1,11,0,0,26,17,0,17,5,5,2,0,2,4,8,0,0,94,4,4,0,0,15,1,0,"kroasia","draw"
"67",14425.342079,111911.11,41485.448477,46610.977315,2540.382197,6848.959932,30,63,13,4,0.228786093968857,24,8,0.411307697329764,20,58,6,25,68,6,1,48,140,27,187,152,121,339,4,3,2.9885094992492,10.9880083420229,16.4680470728437,1,9.33450022344704,57,128,63,31.2757067310831,25,11.321316847907,7.10561596901534,3.14846249265522,1.05601619116015,1.00705098909708,11,104,85,3,150,4,5,0,6.82574916759156,24.7039326679577,34.2658484037344,24,4.24921793534932,5.43187308219625,0,141,18,87,11,95,17,88,373,39,1,30,6,229,0,3,9,1,3,8,171,0,1,0,2,0,3,15,0,0,11,9,2,11,3,13,4,1,1,5,11,0,0,94,5,5,1,0,9,2,3,"maroko","win"
